title,country,release_year,genre,description,Streaming Service
Survival Island,"United States, Japan",1996,Documentaries,Penguins and sea lions migrate to South Georgia Island in spring and summer.,hulu
Absolute Boyfriend,South Korea,2019,"Comedy, International","Love is never easy, which is why Da Da (Minah) has sworn off men forever. The long-time girlfriend of a popular actor, Ma Wang Joon (Hong Jong Hyun), Da Da never had an easy love life. After seven years with a man too popular for his own good, Da Da decides enough is enough. Alone for the first time in years, the special effects makeup artist finds herself alone. But not for long. When an odd package is delivered to her by mistake, Da Da can’t help but take a quick peek inside. Falling into her arms, the second the box is opened, Zero Nine (Yeo Jin Goo), the state-of-the-art robot companion is activated by their accidental “kiss”. Unintentionally thrust into the seven day trial period, Da Da finds herself stuck taking care of this handsome “boyfriend” for the next week. With such a perfect companion by her side, you’d think Da Da would be more than satisfied with her new love life. But when Ma Wang Joon turns up, things get a little more complicated. A hilarious girl meets boy/meets robot love story, “Absolute Boyfriend” is a 2019 Viki Original drama series based on the ever-popular manga, “Zettai Kareshi” by Yuu Watase.",hulu
Shirley,United States,2020,"Drama, Horror, Thriller","Upon moving to a small Vermont college town, Fred and Rose get an offer for free room and board from a professor, as long as Rose agrees to look after his wife, acclaimed horror author Shirley Jackson.",hulu
And We Go Green,United States,2019,Documentaries,"Professional drivers on the international Formula E circuit - like Formula One, but with eco-friendly electric cars - race for victory across 10 cities in this white-knuckle documentary.",hulu
Miss Snake Charmer,United States,2018,Documentaries,Miss Snake Charmer contestants are not your typical high school beauty queens. The teens must show they are more than just pretty faces-that they have the guts and grit to win America's toughest beauty pageant.,hulu
4th Man Out,United States,2015,"Comedy, Drama","Adam, a small-town mechanic, decides it’s time to tell his friends and family he’s gay. Will his straight-as-an-arrow best bros have his back? A lighthearted and unexpectedly subversive comedy about coming out of the blue-collar closet.",hulu
Above and Beyond,"United Kingdom, Israel, United States",2014,Documentaries,"In 1948, a group of Jewish American pilots flew for Israel in its War of Independence. The first feature-length doc about the foreign airmen in the ’48 War, ABOVE AND BEYOND weaves interviews and footage to present a fascinating, little-known tale.",hulu
Almost Adults,Canada,2016,"Comedy, Drama, LGBTQ+",A platonic love story about two life long best friends struggling to keep their friendship together as their lives head in different directions.,hulu
Dirty Dancing: Havana Nights,United States,2004,"Drama, Music, Romance",Katie arrives in Cuba where she meets Javier and discovers a passion.,hulu
Equilibrium,United States,2002,Science Fiction,"In a futuristic world, a strict regime has eliminated war by suppressing emotions: books, art and music are strictly forbidden and feeling is a crime punishable by death.",hulu
Hail Columbia!,United States,1982,Documentaries,Experience one of humankind's crowning achievements – the inaugural voyage of the world's first space shuttle. Hail Columbia! goes behind the scenes with astronauts John Young and Robert Crippen as they prepare for their historic launch,hulu
Happily N'Ever After,"United States, Germany, Canada, United Kingdom",2007,"Action, Adventure, Comedy","When Cinderella's fairytale life takes a radical turn for the worse, she sheds her damsel-in-distress trappings and fights back against her power-mad stepmother!",hulu
Just Eat It: A Food Waste Story,"Canada, United Kingdom, United States",2014,Documentaries,"Filmmakers and food lovers, Jen and Grant dive into the issue of food waste from farm and retail, right to the back of their own fridge. In a deliciously entertaining challenge, they pledge to quit grocery shopping and survive only on discarded food.",hulu
Meet Me in Montenegro,"United States, Germany, Norway, United Kingdom, Montenegro",2014,"Comedy, Drama, Romance","In this globe-trotting, funny romance two ex-lovers meet by chance during a visit to Berlin, and their affair is rekindled in spite of the fact that they are both moving to opposite ends of the earth in forty-eight hours.",hulu
Disappearance at Clifton Hill,Canada,2019,"Drama, Mystery","Obsessed with memories of an unsolved crime from her childhood, a young woman's investigation reveals the seedy underbelly beneath her idyllic Niagara Falls tourist town.",hulu
I Still Believe,United States,2020,"Drama, Music, Romance",From the makers of I CAN ONLY IMAGINE comes the true life story of Christian music mega star Jeremy Camp. His remarkable journey of love and loss proves there is always hope in the midst of tragedy and that faith tested is the only faith worth sharing.,hulu
This Mountain Life,"Canada, United States",2019,"Adventure, Documentaries",Martina and her 60-year-old mother embark on a 6-month ski trek through the treacherous Coast Mountains of BC. Their adventure is interspersed with five beautifully crafted portraits of high-altitude human endurance and passion.,hulu
The Tracker,"Italy, United States",2019,"Action, Adventure, Horror","A mysterious stranger travels to a remote village where, 15 years earlier, his wife and daughter were kidnapped.",hulu
Drag Kids,Canada,2019,Documentaries,"Four preteen drag queens come together for the biggest performance of their young lives. As they prepare for the big show, they struggle to claim a place of their own on the fringes of a fringe culture.",hulu
Premature,United States,2019,"Black Stories, Drama, Romance",A young woman finds herself on the precipice of adulthood as she navigates her way through the highs and lows of a life-changing summer romance in Harlem.,hulu
Rocketman,"United Kingdom, United States, Canada",2019,"Drama, LGBTQ+, Music","The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",hulu
The Painter and the Thief,Norway,2020,"Documentaries, International","Desperate for answers about the theft of her 2 paintings, a Czech artist befriends the criminal who stole them. After inviting her thief to sit for a portrait, they form an relationship and bond that will forever link these lonely souls.",hulu
Top End Wedding,Australia,2019,"Comedy, Romance","Lauren and Ned are engaged, they are in love, and they have just ten days to find Lauren's mother who has gone AWOL somewhere in the remote far north of Australia, reunite her parents and pull off their dream wedding.",hulu
Red Dog,"United States, Costa Rica",2019,Documentaries,"Hit songwriter Luke Dick spent his childhood in the rowdiest strip club in OKC, the Red Dog. 30 years later, he began questioning his former stripper mom about his childhood- and she turned out more hilariously frank than he ever imagined.",hulu
Above the Shadows,United States,2019,"Drama, Science Fiction","A supernatural tale starring Olivia Thirlby, Alan Ritchson, Jim Gaffigan, Maria Dizzia, Tito Ortiz, David Johansen, and Megan Fox following an invisible woman who must find her way back with the help of the one man who can see her.",hulu
Already Tomorrow in Hong Kong,"United States, Hong Kong",2015,"Comedy, Romance","Ruby and Josh spent an unforgettable night together in Hong Kong a year ago, and now their brief encounter is about to get a second chance. This charming walk and talk romance takes full advantage of the magical landscape that is Hong Kong at night.",hulu
